"Clé de ticket","Résumé","Création","Durée(mn)"
"OBCS-4605","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:15","0.36"
"OBCS-4606","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:15","2.59"
"OBCS-4607","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:15","3.9"
"OBCS-4608","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:15","4.19"
"OBCS-4622","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:16","1.5"
"OBCS-4625","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:16","3.44"
"OBCS-4626","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:16","2.13"
"OBCS-4627","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:16","0.51"
"OBCS-4628","Relance sur Requête en cours - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:16","3.14"
"OBCS-4629","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:16","9.29"
"OBCS-4630","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:16","14.4"
"OBCS-4631","Planning Séance de travail - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:16","4.45"
"OBCS-4632","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:16","3.48"
"OBCS-4633","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:16","1.24"
"OBCS-4634","Assistance - Explication en ligne - Responsable Commercial & Marketing","19/juin/24 11:16","1.5"
"OBCS-4659","Assistance - Explication en ligne - Directeur Général","19/juin/24 11:16","6.8"
"OBCS-4660","Assistance - Explication en ligne - Comptable","19/juin/24 11:16","10.2"
"OBCS-4661","Assistance - Explication en ligne - Comptable","19/juin/24 11:16","1.7"
"OBCS-4679","Assistance - Explication en ligne - Comptable","19/juin/24 11:16","2.35"
"OBCS-4680","Assistance - Explication en ligne - Comptable","19/juin/24 11:16","2.43"
"OBCS-4681","Assistance - Autres (Précisez dans la description) - Comptable","19/juin/24 11:16","0.32"
"OBCS-4730","Planning Séance de travail - Explication en ligne - Comptable","19/juin/24 11:17","2.7"
"OBCS-4731","Autres - Explication en ligne - Autres","19/juin/24 11:17","2.6"
"OBCS-4732","Assistance - Explication en ligne - Comptable","19/juin/24 11:17","3.2"
"OBCS-4733","Planning Séance de travail - Explication en ligne - Assistant(e) RH","19/juin/24 11:17","1.51"
"OBCS-4743","Planning Séance de travail - Explication en ligne - Comptable","19/juin/24 11:17","1.32"
"OBCS-4744","Planning Séance de travail - Autres (Précisez dans la description) - Comptable","19/juin/24 11:17","3.6"
"OBCS-4745","Relance sur Requête en cours - Explication en ligne - Comptable","19/juin/24 11:17","2.29"
"OBCS-4746","Assistance - Explication en ligne - Comptable","19/juin/24 11:17","1.46"
"OBCS-4747","Assistance - Explication en ligne - Comptable","19/juin/24 11:17","1.7"
"OBCS-4748","Autres - Explication en ligne - Comptable","19/juin/24 11:17","5.51"
"OBCS-4749","Autres - Explication en ligne - Comptable","19/juin/24 11:17","5.42"
"OBCS-4773","Assistance - Autres (Précisez dans la description) - Comptable","19/juin/24 11:18","5.25"
"OBCS-4774","Autres - Explication en ligne - Comptable","19/juin/24 11:18","0.29"
"OBCS-4775","Planning Séance de travail - Explication en ligne - Assistant(e) RH","19/juin/24 11:18","3.57"
"OBCS-4776","Autres - Explication en ligne - Comptable","19/juin/24 11:18","1.22"
"OBCS-4786","Assistance - Explication en ligne - Comptable","19/juin/24 11:18","1.49"
"OBCS-4787","Assistance - Explication en ligne - Comptable","19/juin/24 11:18","1.1"
"OBCS-4788","Assistance - Explication en ligne - Comptable","19/juin/24 11:18","1.36"
"OBCS-4789","Planning Séance de travail - Explication en ligne - Comptable","19/juin/24 11:18","7.3"
"OBCS-4790","Assistance - Autres (Précisez dans la description) - Comptable","19/juin/24 11:18","6.37"
"OBCS-4791","Assistance - Explication en ligne - Comptable","19/juin/24 11:18","2.4"
"OBCS-4844","Assistance - Explication en ligne - Directeur des Ressources Humaines","19/juin/24 11:19","10.33"
"OBCS-4845","Assistance - Explication en ligne - Directeur Général","19/juin/24 11:19","0.46"
"OBCS-4846","Assistance - Explication en ligne - Directeur Général","19/juin/24 11:19","5.58"
"OBCS-4847","Assistance - Explication en ligne - Directeur général","19/juin/24 11:19","9.25"
"OBCS-4848","Assistance - Explication en ligne - Directeur général","19/juin/24 11:19","1.32"
"OBCS-4849","Relance sur Requête en cours - Explication en ligne - Directeur Général","19/juin/24 11:19","2.36"
"OBCS-4850","Assistance - Explication en ligne - Chef de Projet","19/juin/24 11:19","3.25"
"OBCS-4897","Assistance - Explication en ligne - Comptable","19/juin/24 11:20","18.56"
"OBCS-4898","Assistance - Explication en ligne - Assistant(e) Comptable","19/juin/24 11:20","3.46"
"OBCS-4899","Assistance - Explication en ligne - Directeur des Ressources Humaines","19/juin/24 11:20","1.5"
"OBCS-4900","Assistance - Explication en ligne - Comptable","19/juin/24 11:20","0.56"
"OBCS-4901","Assistance - Explication en ligne - Comptable","19/juin/24 11:20","1.52"
"OBCS-4902","Relance sur Requête en cours - Explication en ligne - Comptable","19/juin/24 11:20","3.18"
"OBCS-4903","Assistance - Explication en ligne - Comptable","19/juin/24 11:20","0.46"
"OBCS-4904","Assistance - Explication en ligne - Comptable","19/juin/24 11:20","0.31"
"OBCS-4905","Assistance - Explication en ligne - Comptable","19/juin/24 11:20","5.56"
"OBCS-4906","Assistance - Explication en ligne - Comptable","19/juin/24 11:20","3"
"OBCS-4907","Assistance - Explication en ligne - Comptable","19/juin/24 11:20","1.37"
"OBCS-4908","Assistance - Explication en ligne - Comptable","19/juin/24 11:20","1.28"
"OBCS-4909","Assistance - Explication en ligne - Comptable","19/juin/24 11:20","0.42"
"OBCS-4924","Assistance - Explication en ligne - Comptable","19/juin/24 11:20","6.52"
"OBCS-4925","Assistance - Explication en ligne - Comptable","19/juin/24 11:20","2.35"
"OBCS-4943","Assistance - Explication en ligne - Assistant(e) RH","19/juin/24 11:21","3.3"
"OBCS-4944","Assistance - Explication en ligne - Assistant(e) RH","19/juin/24 11:21","3.18"
"OBCS-4945","Planning Séance de travail - Explication en ligne - Assistant(e) RH","19/juin/24 11:21","0.21"
"OBCS-4946","Assistance - Explication en ligne - Comptable","19/juin/24 11:21","11.57"
"OBCS-4947","Assistance - Explication en ligne - Comptable","19/juin/24 11:21","3.24"
"OBCS-4948","Assistance - Explication en ligne - Comptable","19/juin/24 11:21","7.53"
"OBCS-4949","Assistance - Explication en ligne - Comptable","19/juin/24 11:21","3.47"
"OBCS-4950","Planning Séance de travail - Explication en ligne - Comptable","19/juin/24 11:21","3.47"
"OBCS-4951","Assistance - Explication en ligne - Comptable","19/juin/24 11:21","1.21"
"OBCS-4952","Assistance - Explication en ligne - Assistant(e) Comptable","19/juin/24 11:21","3.24"
"OBCS-5005","Assistance - Explication en ligne - Assistant(e) RH","19/juin/24 11:22","1.24"
"OBCS-5006","Assistance - Explication en ligne - Assistant(e) RH","19/juin/24 11:22","0.39"
"OBCS-5007","Assistance - Explication en ligne - Assistant(e) RH","19/juin/24 11:22","3.24"
"OBCS-5008","Assistance - Explication en ligne - Comptable","19/juin/24 11:22","2.44"
"OBCS-5009","Assistance - Explication en ligne - Directeur général","19/juin/24 11:22","2.18"
"OBCS-5010","Relance sur Requête en cours - Explication en ligne - Directeur général","19/juin/24 11:22","3.5"
"OBCS-5011","Assistance - Explication en ligne - Comptable","19/juin/24 11:22","1.27"
"OBCS-5012","Assistance - Explication en ligne - Comptable","19/juin/24 11:22","1.27"
"OBCS-5013","Assistance - Explication en ligne - Comptable","19/juin/24 11:22","3.58"
"OBCS-5028","Assistance - Explication en ligne - Directeur général","19/juin/24 11:22","2.55"
"OBCS-5029","Relance sur Requête en cours - Explication en ligne - Directeur général","19/juin/24 11:22","1.35"
"OBCS-5030","Planning Séance de travail - Explication en ligne - Directeur général","19/juin/24 11:22","5.41"
"OBCS-5031","Assistance - Explication en ligne - Assistant(e) Comptable","19/juin/24 11:22","2.1"
"OBCS-5032","Assistance - Explication en ligne - Comptable","19/juin/24 11:22","7.16"
"OBCS-5033","Assistance - Explication en ligne - Comptable","19/juin/24 11:22","2.16"
"OBCS-5034","Assistance - Explication en ligne - Directeur général","19/juin/24 11:22","1.8"
"OBCS-5035","Assistance - Explication en ligne - Directeur général","19/juin/24 11:22","3.25"
"OBCS-5036","Assistance - Explication en ligne - Comptable","19/juin/24 11:22","3.31"
"OBCS-5045","Assistance - Explication en ligne - Directeur général","19/juin/24 11:22","0.55"
"OBCS-5046","Assistance - Explication en ligne - Gestionnaire de Stock","19/juin/24 11:22","2"
"OBCS-5047","Relance sur Requête en cours - Explication en ligne - Comptable","19/juin/24 11:22","10.54"
"OBCS-5067","Planning Séance de travail - Explication en ligne - Comptable","19/juin/24 11:23","3.9"
"OBCS-5069","Assistance - Explication en ligne - Directeur Général","19/juin/24 11:23","9.45"
"OBCS-5070","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","68.58"
"OBCS-5071","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","2.5"
"OBCS-5072","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","12.2"
"OBCS-5073","Relance sur Bug en cours - Explication en ligne - Comptable","19/juin/24 11:23","1.17"
"OBCS-5074","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","5.21"
"OBCS-5075","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","2.57"
"OBCS-5077","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","0.47"
"OBCS-5079","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","0.37"
"OBCS-5080","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","2.13"
"OBCS-5082","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","3.56"
"OBCS-5085","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","1.27"
"OBCS-5089","Assistance - Explication en ligne - Directeur Général","19/juin/24 11:23","3.18"
"OBCS-5117","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","13.56"
"OBCS-5118","Relance sur Requête en cours - Explication en ligne - Comptable","19/juin/24 11:23","2.33"
"OBCS-5119","Assistance - Explication en ligne - Directeur des Ressources Humaines","19/juin/24 11:23","6.2"
"OBCS-5120","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","7.51"
"OBCS-5121","Assistance - Explication en ligne - Comptable","19/juin/24 11:23","1.52"
"OBCS-5174","Autres - Explication en ligne - Comptable","19/juin/24 11:24","12.16"
"OBCS-5175","Assistance - Explication en ligne - Comptable","19/juin/24 11:24","0.29"
"OBCS-5176","Relance sur Requête en cours - Explication en ligne - Comptable","19/juin/24 11:24","1.59"
"OBCS-5178","Relance sur Bug en cours - Explication en ligne - Comptable","19/juin/24 11:24","12.23"
"OBCS-5179","Assistance - Explication en ligne - Comptable","19/juin/24 11:24","3.21"
"OBCS-5180","Assistance - Explication en ligne - Comptable","19/juin/24 11:24","5.54"
"OBCS-5181","Assistance - Explication en ligne - Comptable","19/juin/24 11:24","7.12"
"OBCS-5182","Assistance - Explication en ligne - Comptable","19/juin/24 11:24","2.21"
"OBCS-5183","Assistance - Explication en ligne - Comptable","19/juin/24 11:24","2.49"
"OBCS-5184","Assistance - Explication en ligne - Comptable","19/juin/24 11:24","2.58"
"OBCS-5185","Assistance - Explication en ligne - Comptable","19/juin/24 11:24","4.16"
"OBCS-5186","Assistance - Explication en ligne - Comptable","19/juin/24 11:24","4.34"
"OBCS-5279","Assistance - Explication en ligne - Responsable Projet","19/juin/24 11:26","1.34"
"OBCS-5280","Assistance - Explication en ligne - Comptable","19/juin/24 11:26","9.2"
"OBCS-5281","Assistance - Explication en ligne - Comptable","19/juin/24 11:26","6.7"
"OBCS-5282","Assistance - Explication en ligne - Comptable","19/juin/24 11:26","5.22"
"OBCS-5283","Assistance - Explication en ligne - Comptable","19/juin/24 11:26","2.34"
"OBCS-5284","Assistance - Explication en ligne - Comptable","19/juin/24 11:26","1.18"
"OBCS-5285","Assistance - Explication en ligne - Comptable","19/juin/24 11:26","8"
"OBCS-5286","Assistance - Explication en ligne - Comptable","19/juin/24 11:26","0.55"
"OBCS-5287","Assistance - Explication en ligne - Comptable","19/juin/24 11:26","7.33"
"OBCS-5358","Assistance - Explication en ligne - Directeur des Ressources Humaines","19/juin/24 11:27","2.4"
"OBCS-5359","Assistance - Explication en ligne - Directeur des Ressources Humaines","19/juin/24 11:27","0.18"
"OBCS-5360","Assistance - Explication en ligne - Directeur des Ressources Humaines","19/juin/24 11:27","5.56"
"OBCS-5361","Assistance - Explication en ligne - Directeur général","19/juin/24 11:27","1.27"
"OBCS-5372","Relance sur Bug en cours - Explication en ligne - Comptable","19/juin/24 11:27","10.55"
"OBCS-5373","Relance sur Bug en cours - Explication en ligne - Comptable","19/juin/24 11:27","1.24"
"OBCS-5374","Assistance - Explication en ligne - Directeur Achat","19/juin/24 11:27","3.53"
"OBCS-5476","Assistance - Autres (Précisez dans la description) - Comptable","27/juin/24 14:19","2"
"OBCS-5478","Autres - Explication en ligne - Chef Comptable","27/juin/24 14:19","12"
"OBCS-5479","Relance sur Requête en cours - Explication en ligne - Chef Comptable","27/juin/24 14:19","3"
"OBCS-5492","Assistance - Explication en ligne - Comptable","27/juin/24 14:19","2"
"OBCS-5493","Assistance - Explication en ligne - Comptable","27/juin/24 14:19","2"
"OBCS-5494","Assistance - Explication en ligne - Comptable","27/juin/24 14:19","25"
"OBCS-5495","Assistance - Explication en ligne - Comptable","27/juin/24 14:19","7"
"OBCS-5496","Assistance - Explication en ligne - Directeur des Ressources Humaines","27/juin/24 14:19","2"
"OBCS-5797","Assistance Calcul de salaire mois de Juin","01/juil./24 19:12","19"
"OBCS-5799","Explications - Différence entre écriture manuelle et auto","02/juil./24 09:43","6"
"OBCS-5802","Planification séance de travail","02/juil./24 17:13","4"
"OBCS-5808","Réinitialisation des valeurs stocké dans les variables","03/juil./24 19:58","2"
"OBCS-5809","Mettre en évidence les rubriques des cotisations","03/juil./24 21:39","2"
"OBCS-5828","Relance confirmation Rendez-vous présentation encaissement sur contrat","04/juil./24 18:27","2"
"OBCS-5872","Etat d'avancement Enregistrement des contrats","05/juil./24 18:35","2"
"OBCS-5934","Planning Séance de travail - Explication en ligne - Comptable","08/juil./24 11:32","1.24"
"OBCS-5939","Assistance - Explication en ligne - Directeur des Ressources Humaines","08/juil./24 11:32","2"
"OBCS-5941","Assistance - Explication en ligne - Directeur des Ressources Humaines","08/juil./24 11:32","3"
"OBCS-5945","Assistance - Explication en ligne - Comptable","08/juil./24 11:32","13"
"OBCS-5966","Assistance validation compte User","08/juil./24 18:03","9"
"OBCS-5967","Assistance validation compte User","08/juil./24 18:06","3"
"OBCS-5968","Assistance validation compte User","08/juil./24 18:07","3"
"OBCS-5969","Confirmation de réception document","08/juil./24 18:09","3"
"OBCS-5970","Impossible de calculer la paie","08/juil./24 18:15","3"
"OBCS-5971","Impossible de calculer la paie","08/juil./24 18:15","3"
"OBCS-5992","Enregistrer un fichier du personnel","12/juil./24 17:00","7"
"OBCS-5993","Demande disponibilité","12/juil./24 17:01","3"
"OBCS-5994","Assistance","12/juil./24 17:05","2"
"OBCS-5995","Assistance","12/juil./24 17:05","4"
"OBCS-5996","Assistance","12/juil./24 17:11","2"
"OBCS-5997","Disponibilité chèque","12/juil./24 17:15","2"
"OBCS-5998","Confirmation disponibilité","12/juil./24 17:16","4"
"OBCS-6092","Assistance suppression clôture exercice comptable","15/juil./24 12:31","3"
"OBCS-6093","Assistance activation exercice comptable","15/juil./24 12:32","2"
"OBCS-6106","Retour sur correction écriture","18/juil./24 11:18","5"
"OBCS-6107","Retour sur correction écriture","18/juil./24 11:18","5"
"OBCS-6108","Ran 2022 incorrecte","18/juil./24 11:19","2"
"OBCS-6109","Assistance","18/juil./24 11:20","2"
"OBCS-6110","Relance inétgration budget","18/juil./24 11:25","2"
"OBCS-6111","Demande d'explication","18/juil./24 11:26","6"
"OBCS-6112","Enregistrement article","18/juil./24 11:36","5"
"OBCS-6113","Demande d'information","18/juil./24 11:52","2"
"OBCS-6114","Correction Ran 2022","18/juil./24 17:57","23"
"OBCS-6115","Correction Ran 2022","18/juil./24 17:58","13"
"OBCS-6116","Suite correction RAN","18/juil./24 17:58","7"
"OBCS-6117","Enregistrement opération de caisse","18/juil./24 18:00","4"
"OBCS-6118","Enregistrement opération de caisse","18/juil./24 18:01","2"
"OBCS-6119","Enregistrement opération de caisse","18/juil./24 18:01","16"
"OBCS-6120","Assistance saisie & validation opérations","18/juil./24 18:04","15"
"OBCS-6201","Comment enregistrer un bon de commande dans OBC","22/juil./24 11:11","2"
"OBCS-6202","Correction ecriture comptable","22/juil./24 11:13","2"
"OBCS-6203","Correction ecriture comptable","22/juil./24 11:14","2"
"OBCS-6204","Correction ecriture comptable","22/juil./24 11:15","4"
"OBCS-6207","Assistance édition certificat de travail","22/juil./24 14:31","4"
"OBCS-6208","Date de certificat incorrecte","22/juil./24 14:33","1"
"OBCS-6209","retour après vérification  requête","22/juil./24 14:38","1"
"OBCS-6212","Assistance enregistrement Facture","22/juil./24 18:55","32"
"OBCS-6219","Planification séance de travail","23/juil./24 11:40","4"
"OBCS-6220","Relance organigramme à paramétrer","23/juil./24 11:43","2"
"OBCS-6221","Balance incorrecte","23/juil./24 12:14","3"
"OBCS-6223","Enregistrement de facture Impossible","23/juil./24 16:03","4"
"OBCS-6224","Enregistrer une opération de caisse","23/juil./24 16:04","2"
"OBCS-6225","Explication demande de workflow","23/juil./24 16:05","1"
"OBCS-6226","Assistance enregistrement Facture  / Opération de caisse","23/juil./24 16:07","60"
"OBCS-6227","Suivi Compte Client","23/juil./24 16:19","2"
"OBCS-6233","Je n'arrive pas à créer un compte fournisseur","25/juil./24 10:44","13"
"OBCS-6234","programmation de facture et règlement","25/juil./24 10:45","2"
"OBCS-6235","programmation de facture et règlement","25/juil./24 10:45","2"
"OBCS-6237","programmation de facture et règlement / Assistance via Meet","25/juil./24 11:16","2"
"OBCS-6238","Retour Après traitement de données","25/juil./24 12:42","2"
"OBCS-6260","Les validations ont elles un impact sur la comptabilité ?","26/juil./24 16:31","3"
"OBCS-6261","Assistance","26/juil./24 16:32","2"
"OBCS-6334","Calcul de salaire et prise en compte de la prime d'ancienneté","02/août/24 16:33","3.31"
"OBCS-6354","Suppression de variable Fixe","05/août/24 13:08","2"
"OBCS-6355","Retour après suppression","05/août/24 13:09","1"
"OBCS-6356","Demande d'assistance - Génération RAN","05/août/24 13:10","2"
"OBCS-6357","Demande d'accès","05/août/24 13:14","2"
"OBCS-6358","Vérification des points traités","05/août/24 14:42","15"
"OBCS-6360","Assistance Retrait d'employé - création contrat sur une autre entité","05/août/24 17:58","12"
"OBCS-6361","Salaire Occasionnel","05/août/24 18:00","7"
"OBCS-6362","Enregistrement virement à l'endroit d'un employé","05/août/24 18:15","60"
"OBCS-6369","Lors des enregistrements les ticket ne sont pas émis","06/août/24 15:46","5"
"OBCS-6386","retour appel manqué - Assistance enregistrement facture","09/août/24 18:22","3"
"OBCS-6387","Etat d'avancement intégration Organigramme et paie Admin","09/août/24 18:25","2"
"OBCS-6388","Impossible de modifier un contrat","09/août/24 18:28","1"
"OBCS-6389","Demande d'assistance enregistrement Bon de commande","09/août/24 18:30","15"
"OBCS-6391","Assistance","09/août/24 18:31","2"
"OBCS-6409","Demande d'information Fichier Ordre de virement","10/août/24 21:22","3"
"OBCS-6416","Calcul de Salaire journalier  - Par pointage","12/août/24 10:34","1"
"OBCS-6417","Création nature de prestation et paramétrage sens imputation","12/août/24 10:40","5"
"OBCS-6431","Calcul de salaire","14/août/24 03:55","4"
"OBCS-6432","Assistance","14/août/24 03:57","3"
"OBCS-6437","Assistance et relance requête en cours de traitement","14/août/24 18:56","65"
"OBCS-6438","Etat d'avancement","14/août/24 18:59","2"
"OBCS-6442","Liaison de plusieurs factures à un bon de commande impossible !","16/août/24 10:43","5"
"OBCS-6444","Donner la possibilité de rattacher une facture à plusieurs Bon de commande","16/août/24 15:14","5"
"OBCS-6495","Demande de Validation salaire catégoriel","19/août/24 18:48","4"
"OBCS-6500","Présentation calcul salaire journalier","20/août/24 15:31","60"
"OBCS-6501","Planification séance de travail - Pointage journalier","20/août/24 15:34","2"
"OBCS-6503","Planification séance de travail - Pointage journalier","20/août/24 15:37","2"
"OBCS-6504","Retour sur calcul journalier par pointage","20/août/24 15:40","3"
"OBCS-6506","Explication point récap des paramétrages contrat - Mail","21/août/24 11:04","6"
"OBCS-6512","Planification séance de travail","23/août/24 09:33","2"
"OBCS-6531","Planification séance de travail en ligne","23/août/24 17:25","2"
"OBCS-6533","Planification séance de travail en ligne","23/août/24 17:26","3"
"OBCS-6534","Planification séance de travail en ligne","23/août/24 17:27","1"
"OBCS-6536","Assistance","23/août/24 17:58","2"
"OBCS-6596","Planification séance de travail","29/août/24 18:40","4"
"OBCS-6597","Assistance enregistrement fichier du personnel","29/août/24 18:46","5"
"OBCS-6600","Je ne retrouve pas le client créé dans la liste des clients à l'enregistrement de la facture.","30/août/24 17:17","3"
"OBCS-6601","Organisation séance de Travail Google Meet","30/août/24 17:22","2"
"OBCS-6602","Assistance","30/août/24 17:24","3"
"OBCS-6645","Confirmation disponibilité Pour Séance de Travail Parc Auto","02/sept./24 11:49","1"
"OBCS-6649","Suivi Compte Client","02/sept./24 17:04","2"
"OBCS-6650","Suivi Compte Client","02/sept./24 17:05","5"
"OBCS-6651","Planification séance de travail","02/sept./24 17:11","6"
"OBCS-6652","Assistance fichier du personnel","02/sept./24 19:05","2"
"OBCS-6664","Assistance Calcul salaire","05/sept./24 11:09","11"
"OBCS-6665","Demande s'assistance Solde de tous comptes","05/sept./24 11:10","2"
"OBCS-6666","Retour suite à l'assistance","05/sept./24 11:10","2"
"OBCS-6673","Signal Message d'erreur et lenteur -Fichier du personnel","06/sept./24 18:41","3"
"OBCS-6674","Formation OBC - En ligne","06/sept./24 18:44","4"
"OBCS-6675","Planification séance de travail","06/sept./24 18:45","1"
"OBCS-6676","confirmation de disponibilité","06/sept./24 18:45","1"
"OBCS-6677","Assistance calcul de paie","06/sept./24 18:47","6"
"OBCS-6678","Assistance Calcul de salaire mois d'aout","06/sept./24 18:50","1"
"OBCS-6679","Assistance Calcul de salaire mois d'aout","06/sept./24 18:51","1"
"OBCS-6680","Relance disponibilité pour assistance en ligne","06/sept./24 18:52","1"
"OBCS-6681","calcul de salaire online","06/sept./24 18:53","120"
"OBCS-6682","Assistance calcul de solde de tout compte","06/sept./24 18:59","10"
"OBCS-6683","Retour sur traitement de requête en cours -  Salaire journalier","06/sept./24 19:03","27"
"OBCS-6684","Relance appel - Confirmation droit et accès compte utilisateur","06/sept./24 19:03","3"
"OBCS-6685","Relance Bug Parc auto","06/sept./24 19:04","2"
"OBCS-6686","Assistance sur calcul de paie et solde de tous comptes","06/sept./24 19:07","60"
"OBCS-6687","Assistance en ligne","06/sept./24 19:08","120"
"OBCS-6688","Assistance Calcul salaire mois 08/09 + Solde de tout compte","06/sept./24 19:10","160"
"OBCS-6730","Assistance Suppression employé &  Validation de la paie","09/sept./24 11:26","4"
"OBCS-6790","Assistance phase & demande de suppression doublon sites","13/sept./24 19:04","30"
"OBCS-6791","Signal Bug / Impossible d'éditer une attestation de congés","13/sept./24 19:06","5"
"OBCS-6792","Relance Signal Bug / Impossible d'éditer une attestation de congés","13/sept./24 19:07","1"
"OBCS-6793","Relance Signal Bug / Impossible d'éditer une attestation de congés","13/sept./24 19:07","1"
"OBCS-6794","Relance Signal Bug / Impossible d'éditer une attestation de congés","13/sept./24 19:08","1"
"OBCS-6795","Assistance enregistrement Fichier du personel","13/sept./24 19:10","2"
"OBCS-6796","Assistance enregistrement Fichier du personnel","13/sept./24 19:11","2"
"OBCS-6797","Assistance enregistrement Fichier du personnel","13/sept./24 19:12","5"
"OBCS-6798","Planification séance de travail","13/sept./24 19:14","1"
"OBCS-6822","Demande d'assistance sur  utilisation parc auto","13/sept./24 19:41","2"
"OBCS-6823","Demande d'assistance sur  utilisation parc auto","13/sept./24 19:42","3"
"OBCS-6824","Planification rendez-vous","13/sept./24 19:43","3"
"OBCS-6825","Planification visite de gouvernance","13/sept./24 19:45","3"
"OBCS-6852","Je n'arrive pas à enregistrer mes Timesheet","17/sept./24 18:41","15"
"OBCS-6853","Assistance BC à partir d'une expression de besoin","17/sept./24 18:49","2"
"OBCS-6854","Enregistrement Ordre et Frais de mission","17/sept./24 18:51","2"
"OBCS-6855","Explication Ordre et Frais de mission","17/sept./24 18:51","2"
"OBCS-6856","Planification séance de Travail & demande définition du rôle du user","17/sept./24 19:00","6"
"OBCS-6865","Echange & Instruction Employés à former","19/sept./24 11:04","12"
"OBCS-6896","Explication processus achat","20/sept./24 19:55","8"
"OBCS-6897","Demande d'information - Calcul paie ouvrier","20/sept./24 19:57","4"
"OBCS-6898","Suivi et état d'avancement contrat et fichier du personnel","20/sept./24 20:04","5"
"OBCS-7005","Demande de disponibilité Responsable Shipping - Ecorigine","29/sept./24 09:48","2"
"OBCS-7006","Planification séance de travail Responsable Shipping - Ecorigine","29/sept./24 09:50","3"
"OBCS-7007","Planification séance de travail Responsable Shipping - Ecorigine","29/sept./24 09:51","2"
"OBCS-7008","Visualisation nouvel interface Fichier client","29/sept./24 09:52","3"
"OBCS-7052","Demande d’assistance pour saisies facture","02/oct./24 20:26","3"
"OBCS-7053","Demande de coordonnée Onpoint","02/oct./24 20:29","2"
"OBCS-7054","Assistance Calcul Salaire","02/oct./24 20:31","12"
"OBCS-7055","Assistance Heures supplémentaires","02/oct./24 20:34","10"
"OBCS-7058","Assistance Importation RAN 2024","03/oct./24 16:20","30"
"OBCS-7106","Planification séance de travail","04/oct./24 20:34","4"
"OBCS-7107","Retour Appel manqué","04/oct./24 20:35","1"
"OBCS-7108","Erreur Calcul CNPS","04/oct./24 20:38","5"
"OBCS-7109","Retour sur traitement de requête CNPS","04/oct./24 20:39","3"
"OBCS-7110","Demande d'information sur Importation données comptable","04/oct./24 20:41","6"
"OBCS-7111","Revu Processus Agro - ECONERGIE","04/oct./24 20:49","11"
"OBCS-7112","Revu Processus Agro - ECONERGIE","04/oct./24 20:50","2"
"OBCS-7113","Revu Processus Agro - ECONERGIE","04/oct./24 20:51","30"
"OBCS-7145","Relance requête lié au documents RH","07/oct./24 18:49","3"
"OBCS-7292","Suivi Intégration de données comptable","18/oct./24 09:23","3"
"OBCS-7293","Impossible d'enregistrer un BC","18/oct./24 09:37","1"
"OBCS-7294","Vérification Paramétrage workflow - & Ajout accès au compte Utilisateur","18/oct./24 09:47","2.55"
"OBCS-7295","Suivi Compte Client - Planification Séance de Travail","18/oct./24 09:51","7"
"OBCS-7296","Vérification réception mail point récap séance de travail OP/ECORIGINE","18/oct./24 09:54","4"
"OBCS-7297","Vérification réception mail point récap séance de travail OP/ECORIGINE","18/oct./24 09:55","3"
"OBCS-7335","Impossible de modifier les données d'un fichier du personnel","21/oct./24 18:02","2"
"OBCS-7336","Impossible de modifier les données d'un fichier du personnel","21/oct./24 18:02","3"
"OBCS-7337","Impossible de modifier les données d'un fichier du personnel","21/oct./24 18:03","3"
"OBCS-7338","Assistance via Google Meet - Impossible de modifier les données d'un fichier du personnel","21/oct./24 18:04","60"
"OBCS-7339","Enregistrement Appro Caisse","21/oct./24 18:06","18"
"OBCS-7340","Assistance","21/oct./24 18:07","4"
"OBCS-7341","Visualisation des saisie pour assistance","21/oct./24 18:07","60"
"OBCS-7352","Retour sur appel Manqué - Explication Workflow","24/oct./24 18:49","23"
